"Reason","Keep","Removed","Guid","Hash","Size","Ext"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0003.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0003.png","6ab0c3f43c0651343bb6a9acb9313753","E78F3DE31ECCECC341BF07FC28F04DD87F305A200BE5D02A55832D25844FD8BE","8937",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0004.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0004.png","aa8373e6ea1b70f47985e952573a3b62","0F73CD8CAE4247BC809FEE2375DF47934CDF371D6A813DB3273DC13D2ABBB60B","6729",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0005.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0005.png","e4b116be4ad7f8345b11890476e4f71d","67179444979ECAD6946C807CC228891D4EF4DD1E5B0EBA2E874F3AD9FF0DB422","8025",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0006.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0006.png","745b0a35319d3a7489e265aabe3d22f8","E1D6F65CDFE2A80EAA11E317506AC38FB66648C5B781E26565CF46E688A29B42","6677",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0007.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0007.png","e16d767c37c287440bbdb7a88f7417df","27FE98539ECF07F8EC49774938D72C6DC37B2C034CBE6D475B576F9225644EC1","7663",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0008.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0008.png","204c6e97e0968ee4c96f861c950dbbd5","02672A980793E7E43B061AA6B97676C9D59A0278077E93A720322D5A50CF1E7F","6333",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0009.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0009.png","880ca00b18cbba547b218fba93c512ab","1781DE2447938CDC8F5BCA841F5957B30A4E1D84E1B75BFEE59AB5101B1CCD45","7395",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0010.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0010.png","a736f6d32afbdfb4e862790002865ef6","E140ED9C8CB213B9A6654C231012C59EC05EBC2B23AEC089BEEC0ED33B2F50E3","6464",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0011.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0011.png","9590daa6965539642b7edbcc1e84b503","1FE02EBDDAC80C767DC5C846009D871B99304D23900F4E0FB37A581ACAE23490","6740",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0012.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0012.png","9ad0b54791b9c9d43b5e54471c03fbbf","78E48486FA6DB946F322FECA898A7D43E4D9820ACA3E0F4DB36065A6E87C1DCD","6062",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0013.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0013.png","2358bb44a1674ff4a9be69457e66687c","1502435493871DC91339A60F290FEA7575EF9A4BFC9441AF828FD8EEAC490FBC","7333",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0014.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0014.png","32167eeb8bd2ca14f9366969f2147719","570774DCFAB21137F5D7911A248B25CC48D03A66948B3893B1D87DDE78384A8E","10799",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0015.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0015.png","60ef2dc7ccb66384db6af9b54e8b6054","F13D8B2DFA622E13B5D5028A749D4C197A0FFF172EC02E5F3C4717FD26AFF6BD","9848",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0016.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0016.png","f231b24691fd67d4281c93cdba4fd672","D0BFE3866D96B03CC5B0BBD25792DADA71FA6BB629C08C0368067EB1629EA54D","10885",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0017.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0017.png","aedb646312890184689a4c58c76faa8d","9DF28A78CA39477ACA46115E82237AD0C7C6B7DC097404C53833B24183EA4460","9234",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0018.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0018.png","6d856b22d1cc24042874416946171836","DCCBAFD39CC13295FE1F6C31A77A5DE4194C53FF51B18F3B101A25923135DF9E","6697",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0019.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0019.png","f2e6371f192dc9847bdbb087a2ac5b59","65B9A03CBA2EBEDADDAEA760666ACE97E6BF5666732E927D3295612ADB3070AF","7046",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0020.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0020.png","4706c7cf23807974c89d27546556e737","3C68FF7482A081EC27713DF1BAC7405A37E0E6BA55A86012CFABDC9017809536","8228",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\DISSPAR\DISSPAR_0001.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\PNG\PNG_0021.png","dbe6e249d60883e44be9b5f89752dfd2","2D8DAE719CBD1D26E47A1CA4B946A329F053D91EFCDA7BA7F2AC32987C9884B8","4260",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\start-dissipar.gif","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\dead\start-dissipar.gif","07349874a08dcab49a4d31905bda14de","3CEB49860870E9FD8C2A08D517C5066827CD019D2F7CB540AE3E28E11C391F04","37399",".gif"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\fall\battle-cry.gif","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\battle-cry.gif","d1d4092a45d9f934fb1315a76923bf8d","EACD9C33853928EA1F5A050521F724BC595E1A5134238F31196EDF4910D65791","42021",".gif"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\fall\end-fall.gif","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\end-fall.gif","abf21a49cdfcae844b133f0a34132614","900A804895BC9180759123D43CE7BB5D3984DAB979E4D0874F152ACEACBAD162","43037",".gif"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\fall\PNG\fall.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\PNG\fall.png","10a8d6e458a75834387d40c0003213c1","D708CABD658C471334DFD8DAE3D430381593C60622694B96A191EA75514C1F7E","7895",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\fall\PNG\PNG_0001.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\PNG\PNG_0001.png","b70af03f44467c34784580a30311cdb5","6AA6B96E183FD1F420C8518CD57894CC656E2303C508A30012C1600F209913C7","9800",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\fall\PNG\PNG_0002.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\PNG\PNG_0002.png","7e816a07a64d83548aea5fee3833e5a3","0C589AFF16AD6F62868C8BCAF7A86BE6E5B5DC4C26358164BDEA8E913EDED9F5","8277",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\fall\PNG\PNG_0003.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\PNG\PNG_0003.png","d29ec690ac29ad3478f8b978ab64fe54","4E17F946C6D45F0953C71D42E8DA6E471B0F21C539F1B56223E533181C38F76D","10550",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\fall\PNG\PNG_0004.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\PNG\PNG_0004.png","7fec35f59264ba942bda397ce92ed2a5","B9A1F0082EF749047835C841263DD08735220FB9E9C127CFFC738DF7C10EFB19","9436",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\fall\PNG\PNG_0005.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\PNG\PNG_0005.png","f4534a2b34de31c4d8252fae12fb1c35","FA3A475E2587835777FF60F226E750A9913172A7108A0A129CA36FFBF790E305","11979",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\cry\cry_0001.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\PNG\PNG_0006 (2).png","7c7eaac254020684bb8b0f268e1a36e0","7F650D1CFD6122D27AED0D7714D8453A361F45BF6F889093C3F26364FDF1FE53","5570",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\fall\PNG\PNG_0006.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\PNG\PNG_0006.png","8e2fe4b3f0559444caa6903c3dcf5bce","5904BEA04D62765585AA0A11B0109F11B6A3792BA52EFF8B4C6BB960ADE92420","5570",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\cry\cry_0002.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\PNG\PNG_0007 (2).png","9217ccb16cdd61f459755dbb2236ce53","BAB10ECF24B5588A37E543C9F7C8776C3C02B505B64684367885359C7D09EF16","13242",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\cry\cry_0003.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\PNG\PNG_0008 (2).png","94ccf154745ec9a49b1d4a02d09956a8","2A47CB8EE47E5D1BF3676596505312FDEC50C6FCB5A41556C94AB57ED18F94DF","11462",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\cry\cry_0004.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\PNG\PNG_0009 (2).png","a1cc698151e0b054393b7cb17ba0f3b8","F439D08EE5801EF30C864A52024E4CFB023A12AABFCBA2AC903B6F0BB217D82F","12574",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\cry\cry_0005.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\PNG\PNG_0010.png","86480191b4d87504fb48c86b646fb34e","51D25D7ED50CDB1BEEE7631EEC18487DDF257710468F2F3847DB69A071A24B30","10033",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\cry\cry_0006.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\PNG\PNG_0011.png","ab96120b2326dd04cb5817fe24ebce56","07F6CCE3C981335FA48875700C84FDA69F55F3B0CF789E2AB035D217A02522CC","11105",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\cry\cry_0007.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\PNG\PNG_0012.png","53f0cc7915d83964ea1db300ae8e24db","2ABCEA32A40D29A3AA2333C11E38A636DF4380E7E8E97AED07682E6CB3749CAA","10396",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\cry\cry_0008.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\PNG\PNG_0013.png","b6e40d5fac0d65e4d87945d27e5401d4","35AE602AF1F9BF2951986F53E291D8C9FB8968FDFD1645FBCDFE6ADB7FAE665B","11636",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\cry\cry_0009.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\fall\PNG\PNG_0014.png","bfa2c2f54df2dd741b8679c6a4da2660","49D8FBD88D015E443B36FE97D2FF152F0801891DDACCCBEA9DE1363BA4F35C42","6538",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\idle.gif","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\idle.gif","9232675e513f7684293683103c5a5d68","A5526A3390568FA81ECEB6E5105EDC3B0D9BBE0D9C234DAA4273EA793E49F71D","54891",".gif"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0001.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0001.png","c81ff0239e52b9f4a9d61542bb76579b","773730526CA41083C32BCD88826AE723A96B2DD7D6F4B0B9EA2CC77C31A450D1","5579",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0002.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0002.png","f1a379be65b3f5b4d9106fefc88aa168","9D8EF8A951C8CFAD1DDFCFD7CEA088DB63B7191B568EC206DC30F629DA6BF49A","7098",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0003.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0003.png","616ea11daf3fb6847a051b78dc8d6147","7339DD0BAB3B9C69DF5EBE4CF6667BFE6F5927662020F92137462A460CA94369","6734",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0004.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0004.png","2b2aa9f50711f1344816bdfd18ef2eab","AD12FF1F3647DBFF83DEEE8ECFB065F0983E41E6DF8329C1BCDCA518D2C9A331","7617",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0005.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0005.png","c9807f187c96e0b4196744a291192c38","E99C369EDCF8D0D6C1CDDDD646556A3AC83B5F0182AD99B6D082EBD5AC01605D","6262",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0006.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0006.png","b294b47942262d9419a76df8bbe97f64","5A3B7A7D3FCCA1C16073D408DDA0EE4A9D33CEF1516415EC1206D28503EEB0AD","6271",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0007.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0007.png","fc2a73ed17c74bc4ebc09b15d9e9893d","27874B868A0D37822EFB133AC19375C8A77BC54B4576B11A384AFAD36A6D40EF","6194",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0008.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0008.png","79752cf38ffabd646b5e6ea844ca0ec7","692B72FE51D79FDA869E240D07E4120EA6D96A05851AB31CF11CA0E86307DA34","6313",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0009.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0009.png","dd9fc7a7c6c20384c943de3e5414a7e5","A0193B3DE206BB5384DFFB471949891306E933A4BD9CDA497019EA434FE47647","6103",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0010.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0010.png","c58703062f203534db716146dba0e6e9","AEFB5A97FC8ADE3137946DB8C98C0EBF925778F731D010ACA97EF0B484BD81EE","6295",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0011.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0011.png","79dee66d44dd87c428e1d3936381baa4","6AF4AFCB5A23AE24E3EA85615BF4E53984C03FA4BF9F14BCF101FD8723C1F6AC","5942",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0012.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0012.png","5036daf6b22a21d42a8678c95f690fe6","718383F85BBFF5FF886293136A5E0F2C9C91516769954540C9B14B014E2E9C31","6272",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0013.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0013.png","fc04056c87921c147b1f3847980770fe","692EC7C295634232212FF3776928DFC6EFBC4E103BACC950B1DC213E327AE40F","5919",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0014.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0014.png","779dc91c8efb6d6448c4b5fddbd27dbb","62B71CE0F441E4D33C84A5C024005A753D94E138F5F9C39F4F7056165FD5B0ED","6477",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0015.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0015.png","70daa65386f90c0428e58ed81818aa9d","56C7EA5E5695D42F2CAB924E6DE8B25841D44865C026ADACAE25822F4BF2D3C7","6577",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0016.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0016.png","c18554d3edca99f49a3a5d4c2fad4574","AEC46BC71A6BE76A0F7AADFAEC408A00EDC33D30977FC5ECB38A6798C0FB4C24","7437",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\PNG\idle_0017.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\idle\PNG\idle_0017.png","821db0aadff310141ac753420ca5ccca","04E2B8A657CA25DD89FAC5C89B70A66BF44D16FD7610523B5A3D77DD213193A7","6738",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\PREPARAÇÃO\PREPARAÇÃO.rar","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\PREPARAÇÃO\PREPARAÇÃO.rar","b18ade55059d8b84cb41e32d6c714b9a","93EFCF07FBBA0FE1E3BC72AA1B00DA31A404EAE943BB1215BC0A9D8D173D082C","61630",".rar"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PNG\PNG_0001.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PNG\PNG_0001.png","299d35e85149f6f4796e459ddcabd9ea","A2A97E41AE9EC25F62DF59E26868229C53DD0803CEC7A34A9E5071C7604B3B2A","7450",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PNG\PNG_0002.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PNG\PNG_0002.png","458cf9bb335dfcf449013b07075c8e06","D4F4424BF755FE733BFB8F1DC9C428575BB68A771B3CC65CC401A5DEC1D58DFD","9676",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PNG\PNG_0003.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PNG\PNG_0003.png","14438f433b9d99542a1ce1db193ed2a4","0A05E9148BB71523CF4C45F13D5A8FCDCC76CB279985950FE6FE385D5A39EE8F","8352",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PNG\PNG_0004.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PNG\PNG_0004.png","bfb76bfe35dc972428077bc41145879d","0A0B50B5DD3431BAB2CE5BFC5792DA9DC24F445E9E2B9570AE7E36DDE5AED722","9466",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PNG\PNG_0005.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PNG\PNG_0005.png","670f0e6415bd63a4295c5f1af6eaec72","83E59C89A652FEB6BF6FF1D7CC95E7DF31EA5C1E8F49CF7941B11523DF84F169","7645",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PNG\PNG_0006.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PNG\PNG_0006.png","9801b8ec06a97fc4c866c66705e7ac45","64D09F1D190048994391CFD3317C20936FB654A175FFC51D3C1A07E83E0A3047","8874",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PNG\PNG_0007.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PNG\PNG_0007.png","6581730e8feab32499b4400173fdaf95","25AF08E9B6233BE3512DFDCCDBA02BAABF80D67D17569F3A7735127CB0B5BB2C","7571",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PNG\PNG_0008.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PNG\PNG_0008.png","8df0133009432ed4da81e46e9e4d9327","E8A5D4D96E697A702A0F9AD9B06DF1D86C42F933BB7B4D95AD31403B082E6E8C","8882",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PNG\PNG_0009.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PNG\PNG_0009.png","325354fd2581ec34fb4eba9bdbf72f1d","45000C3EEC77731B61DCC929A6CC99D3111DA6B56197968051043D34EDA9C014","7862",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PNG\PNG_0010.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PNG\PNG_0010.png","3e1fdbe78caecbf4798a44a168142825","287759E412974C87D7661C833F82C2EDF83FFDF6116A7C6CA89DCD677CC772B8","8789",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PNG\PNG_0011.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PNG\PNG_0011.png","29aa469c0dff59744b6c2d1bde87af7a","BFF201A60AE754025A0B4A0CBF2A05518303306AC8AFB4A534E22B313A660A55","8040",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PNG\PNG_0012.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PNG\PNG_0012.png","c89987dd8e806644bb4979bed1c880ab","6D0C43CE4C38FFF5962942A5D33820464B20CC6F9A879623BF98224026167582","10209",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PNG\PNG_0013.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PNG\PNG_0013.png","b9675f8b8c4ba5b44b971950bbbb2f85","33C1FA1F1FD32B9CA205E592BF453C4714A25FAFE6745D017F71B4C1EE8292ED","7390",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\attack\PNG\PREPARAÇÃO\PNG_0001.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PREPARAÇÃO\run_0001.png","6fe41d64d7ecfa74f97dcaca3fcd47ec","E92F562D43130E7CC1B95AF942ECA9BC64AE3DCA31BDAE049AC24383DF8AAAB3","5569",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PREPARAÇÃO\run_0002.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PREPARAÇÃO\run_0002.png","80b11a042e4f92f46bda356165ea8677","09DC231BCBE08E3AE50759EDA3B69D7170080E745C5A4481F43795603223E607","10280",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PREPARAÇÃO\run_0003.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PREPARAÇÃO\run_0003.png","88701ef205d369944830edd5ab595666","96A05A7CDA9BB41F31B8CF818FD73F745BD7126C2B39DFFB55C908ED09FA5567","8190",".png"
"duplicata_exata_sem_referencia","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PREPARAÇÃO\run_0004.png","Assets\RecursosUnificados\ChegaComJhon\Sprites\Objetos\Boss\run\PREPARAÇÃO\run_0004.png","5ff267aba649e404ea4088c6e12b01c5","BD5EE8013F6F3DDE6AFFD6B54085A3B54CA932A31F0590FC623FF76AD448726E","9519",".png"
