"Name","Hash","Size","Origin","Path"
"Default Style Sheet.asset","93E073CDB91B7E3D2FA31E2DD13626D7B9D2F327904BA8C3C2B97A3EECFBABAC","5539","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Resources\Style Sheets\Default Style Sheet.asset"
"Default Style Sheet.asset","49C813B42FF25580E3934554E3550E7BDB78BCFB2C3562BF1191F0D42F4DA141","5620","ColegaTeste","Assets\RecursosUnificados\ColegaTeste\ProjetoPlayerJhonas\TextMesh Pro\Resources\Style Sheets\Default Style Sheet.asset"
"DefaultVolumeProfile.asset","C5DD9BEE1ADD10F9346F3CB9881738BD41C7BB72E76BE68629D835738C574083","19524","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Assets\DefaultVolumeProfile.asset"
"DefaultVolumeProfile.asset","CB88AC788E6F2AC42DDA3D6BC1593CEFABA460E96AEAE1B1C8FA7BEF3E90E1E7","18729","ChegaComJhon","Assets\RecursosUnificados\ChegaComJhon\DefaultVolumeProfile.asset"
"DefaultVolumeProfile.asset","A8786F6390CEAD1A67643E0B85A6B31CE1FFFCA7974CCF077A5297AE87F32D9D","19575","ColegaTeste","Assets\RecursosUnificados\ColegaTeste\DefaultVolumeProfile.asset"
"EmojiOne Attribution.txt","4B65F8960E4F4C5C8B35FD139E369265E9BB45667FC16461B2BA01188D464D93","185","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Sprites\EmojiOne Attribution.txt"
"EmojiOne Attribution.txt","095907D2631301D08DBFF9388FC0C278904FD86E18BA76BB0D401A790ADE8F83","187","ColegaTeste","Assets\RecursosUnificados\ColegaTeste\ProjetoPlayerJhonas\TextMesh Pro\Sprites\EmojiOne Attribution.txt"
"EmojiOne.asset","155FFF99F467BAA93DD2D0886DF466BD242CD5E3C8C60C9D43E9CDAD269F7F54","13441","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Resources\Sprite Assets\EmojiOne.asset"
"EmojiOne.asset","73802F0C67F6E13BF226FCAD8511477ACD5EA1E2263387003FE561D3211664F9","14100","ColegaTeste","Assets\RecursosUnificados\ColegaTeste\ProjetoPlayerJhonas\TextMesh Pro\Resources\Sprite Assets\EmojiOne.asset"
"EmojiOne.json","B85C4B3001B6BA82D175F4CD5DAB83DA467BBC2527D3D447B66919D2D20C4FAF","3966","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Sprites\EmojiOne.json"
"EmojiOne.json","FA35C4A1B7CFC12E872BCBA7D0D20702077A5478472B87D619B2C72BF5BB48D0","4122","ColegaTeste","Assets\RecursosUnificados\ColegaTeste\ProjetoPlayerJhonas\TextMesh Pro\Sprites\EmojiOne.json"
"Fall.anim","29EBAAB73FA1528ED16E22FB6C4E8BC32504AA9A2B226C03ED41831FB626C065","2886","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Animacoes\Player\Fall.anim"
"Fall.anim","BC1F2346A1F01B3A8256A53BC8479D35BE5C1FDDEE4929116F3130355EF967DC","1884","ChegaComJhon","Assets\RecursosUnificados\ChegaComJhon\Animacoes\Boss\Fall.anim"
"Idle.anim","43621B7DEE865F9DC2D90D5F18D42543C287CC92314DB7ED30C35D69155A6AC7","3480","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Animacoes\Anjo\Idle.anim"
"Idle.anim","C48CE4DF455C54A4C08B5997B5D2694779C465B00B7EE3A1F919F765EEA8E16E","5114","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Animacoes\Boss\Idle.anim"
"Idle.anim","0086F22A4A4F6E81303FAF496F76F81CEE723C07796C0A2E8D653D1ABFA66152","3698","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Animacoes\Player\Idle.anim"
"IDLE.gif","5C4E3EE1F1F196EC305C3B3FD2C4BC49516AD2A7A1DF395C1044C54442D2AC3C","68856","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\IDLE.gif"
"IDLE.gif","A5526A3390568FA81ECEB6E5105EDC3B0D9BBE0D9C234DAA4273EA793E49F71D","54891","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\idle\idle.gif"
"IDLE.gif","59CE5BD910F93A1BFAF3607F685B4D27B0DCC46EC0045E3AE5A1D7E7976C1FFB","24053","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\idle\idle.gif"
"InputSystem_Actions.inputactions","CD5A6308F9BCE6DDAC2023B5ED185FF6BC36AC09FBFD9680054D367822203812","42061","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Assets\InputSystem_Actions.inputactions"
"InputSystem_Actions.inputactions","1C6CBB519D65ECFE19A29231735B7F54741A20AC1A8AD4F46A18E1BFB28A3C39","41005","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\InputSystem_Actions.inputactions"
