"File","TransitionId","Name","Cond","HasExit"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\Animacoes\Player\Player.controller","-9215041872045089875","","[]","0"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\Animacoes\Player\Player.controller","1515247874971072428","","[]","0"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Animacoes\Player\Player.controller","-9215041872045089875","","[]","0"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Animacoes\Player\Player.controller","1515247874971072428","","[]","0"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\ChegaComJhon\Animacoes\Player\Player.controller","-9215041872045089875","","[]","0"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\ChegaComJhon\Animacoes\Player\Player.controller","1515247874971072428","","[]","0"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\ColegaTeste\ProjetoPlayerJhonas\Animacoes\Player\Player.controller","-9215041872045089875","","[]","0"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\ColegaTeste\ProjetoPlayerJhonas\Animacoes\Player\Player.controller","1515247874971072428","","[]","0"
