"Origin","Path","Name","Ext","Size","Hash"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\dash\PNG\dash_0010.png","dash_0010.png",".png","6108","B6837AC2E1212E3EB6A660ADF527787F754CE78BFBE8177D8C4520633D33C71B"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\dash\PNG\dash_0011.png","dash_0011.png",".png","5928","674BEC64976EF5C531011DF22F307993F13BEF8CA82F4A5C3E6C2F61E1A8EE9A"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\dash\PNG\dash_0012.png","dash_0012.png",".png","6720","86F1553E6A81BD5B49892B4D15BE575FB5D24DC48D6A69A9E31DF4861AC3E3CD"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\dash\PNG\dash_0013.png","dash_0013.png",".png","6175","268C2CC1D92962531353FC45EECD0C365394D4CE0F4A14A472A372682B89939F"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\dead\dead_0001.png","dead_0001.png",".png","7557","523EA7129B2FFE217962D0BC31E9250F5090DD784596E8B6566A4E92E69D6F5B"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\dead\dead_0002.png","dead_0002.png",".png","6905","4C47BB1CF7A77D5C7DDEEDB98B036EB9A550711C5ABA6292B8A898D3992A83DE"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\dead\dead_0003.png","dead_0003.png",".png","7108","E4EA041939483AD91B70D0E95E9C8BF479ED865C39C6A6F3536D56528853A4D9"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\dead\dead_0004.png","dead_0004.png",".png","4993","90881654C2C55A0EAA7ACFB223ECD900F949D57BCE49566039AAE3B05FE7FE93"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\dead\dead_0005.png","dead_0005.png",".png","4396","A4A8EB12D866E0A2F35486532BA330E6D716F27E4FC62355F145752A501BECE7"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\dead\dead_0006.png","dead_0006.png",".png","3913","E247B58DDFE40AC8A62D553050971325F14B4547844BBB3133DD9F5C5580C66F"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\DMG-animation\DMG-animation_0001.png","DMG-animation_0001.png",".png","11638","C4B00B39C3A80EA1692A97C9BF3A2F1336CA9B894F8ADE0AF92FAC886050906C"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\DMG-animation\DMG-animation_0002.png","DMG-animation_0002.png",".png","8187","FA2FFA10CC0DBC9B7CC51ED875DE172137940A313E93E6953C1BE82060FB171D"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\DMG-animation\DMG-animation_0003.png","DMG-animation_0003.png",".png","7607","0E9678CC9C32DFC00B2A288890C464900C9C9ABF576824BFCE442D2211D8C80F"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\DMG-animation\DMG-animation_0004.png","DMG-animation_0004.png",".png","11452","BAD53E9B79C4DAB2AD35CCCC8D98FAD6204F5F9C95CB74B384746BC4879535D6"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\DMG-animation\DMG-animation_0005.png","DMG-animation_0005.png",".png","10901","2DFAF8CF5FA8A6677849DAA90AA7EC456B8558979E55B8B1C9A9C4398ADFC168"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\idle\idle.gif","idle.gif",".gif","24053","59CE5BD910F93A1BFAF3607F685B4D27B0DCC46EC0045E3AE5A1D7E7976C1FFB"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\idle\idle1.png","idle1.png",".png","5394","5F53A428EB9BA7ED7DA6B65B45D36CC360D4A214DA264B441E87E6E847F72EE7"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\idle\idle2.png","idle2.png",".png","6682","CA2EB5D93DF1881F49E75FFDDDD28C9AEAF9F1C1954F5BEB7A7BF3622B9CD3FA"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\idle\idle3.png","idle3.png",".png","5975","94E4571633B340BDC1F9E289B55202AD4B616489A838331E870B2E2C57FEFD0D"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\idle\idle4.png","idle4.png",".png","6796","468730F04EFA4685AE03063FEA1C6C7A3CCBCF10539D639A1B65D4A373721912"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\idle\idle5.png","idle5.png",".png","6117","53203C5FBFD3129A4674B0D0B606A6E8CDFE41F7141A179B16A2AFFEF08DBFA9"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\idle\idle6.png","idle6.png",".png","6672","B72ABA02DF4361D783E4BBEA10D9DEEFCA5868C2BC5960C29EC2D1862C0C5BC7"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\idle\idle7.png","idle7.png",".png","6001","7EB5398742E3DC2EA51F58A2D96466D137327E286F292EE442B8142C4C23EF2E"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\idle\idle8.png","idle8.png",".png","6537","F794A2260F23E7993DE422780CE3A323CBE1A0A8B763632F1923D340A62570B9"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\idle\idle9.png","idle9.png",".png","5664","C653EBB79010C6A8657647552BC1DFE639924009777C131B9B48657FD85AF47E"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\idle\init-fix.png","init-fix.png",".png","5504","BCDEA921DB9EAF16DD99E68D1C1C0E620EACC157AC2ABD6B4583207CC79D8E96"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\idle\init.png","init.png",".png","5901","438D425604185EF8A62E11DEE69184DA6C1CB43E353AE73D408629054C037831"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-(pode ser trocado com o tempo)\jump(menos ruim).gif","jump(menos ruim).gif",".gif","37829","0BC84412D3527A5C5D114F5CA7BC39E55F1A63CF8DF8B1FEC4D47B33624CEDB5"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-(pode ser trocado com o tempo)\opção2.gif","opção2.gif",".gif","38166","0AED5458121C18E5391A2A7297AE5F3F7726A4F747679614453F95C0F89CCB02"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-(pode ser trocado com o tempo)\prop-jump.gif","prop-jump.gif",".gif","48326","16681D0E6AFB2B27F1BC8CF077FAFFEEC95F7B829C4A564D3D6EC7B373EE5F42"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-(pode ser trocado com o tempo)\PNGS\PNGS_0002.png","PNGS_0002.png",".png","6992","2FB1145EB4BCE04E40150CD314F8E75ABF6DA270AB1C63B83DC82C8AF8305175"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-(pode ser trocado com o tempo)\PNGS\PNGS_0003.png","PNGS_0003.png",".png","6219","53D0E799F0E79B18BB7245430AEC51737435B173A988983249E3FDFDB28F25C4"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-(pode ser trocado com o tempo)\PNGS\PNGS_0004.png","PNGS_0004.png",".png","6806","B94A40BD1BE3204963DB02D9E858686D6E3DC54CE725459459179C83FC0BF078"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-(pode ser trocado com o tempo)\PNGS\PNGS_0005.png","PNGS_0005.png",".png","6108","91B9BD1476880B804B376A2E801F3235E3BF327423B7FAE44CCCF031D87EA69D"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-(pode ser trocado com o tempo)\PNGS\PNGS_0006.png","PNGS_0006.png",".png","6846","480F2E7549A2ED6DDEEFA9C9E16736D57A823142B3D9D76F23EDF6318F65E1A0"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-(pode ser trocado com o tempo)\PNGS\PNGS_0007.png","PNGS_0007.png",".png","6244","3FD30D4258294A70D9DFE75AB3A867CAFB508ACDDC8B7FFA75E47D5B3C9FED47"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-(pode ser trocado com o tempo)\PNGS\PNGS_0008.png","PNGS_0008.png",".png","6990","C45FCE2C5D9B381105CBB275DD869A07B490CD03C4964FCCDDD6FA816E68F038"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-(pode ser trocado com o tempo)\PNGS\PNGS_0009.png","PNGS_0009.png",".png","6021","5396A50F8E7201D3897D3B1BFFCDD459B88229E527F6B48303702E079E799DF3"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-(pode ser trocado com o tempo)\PNGS\PNGS_0010.png","PNGS_0010.png",".png","6275","D0A078CBA0019A62DC46C6993B24B2423897E02126CE73CA4476A37D18BCBE70"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-(pode ser trocado com o tempo)\PNGS\PNGS_0011.png","PNGS_0011.png",".png","5776","B6204ED036DA1B0771D831399EE0E92F38ED0F53122E2957CA95DFD340D53048"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-(pode ser trocado com o tempo)\PNGS\PNGS_0012.png","PNGS_0012.png",".png","6678","2C2996EFE463F5098BB7B8C5BF744915A5216101C62B515F0C9642754DE6F164"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-(pode ser trocado com o tempo)\PNGS\PNGS_0013.png","PNGS_0013.png",".png","6218","8415284471C3D88B731BB8B7FE3FD0135820846945FF94800EB9E07BAA52CE95"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-plataforma\jump-plataforma_0001.png","jump-plataforma_0001.png",".png","5088","0CFC1A7DD43A14F588D38A561AC3D40E51BC7E1213AB3E13C782A368D326D023"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-plataforma\jump-plataforma_0002.png","jump-plataforma_0002.png",".png","5736","80133CB9976803855B422B41342A41DA7EE5215A3DBE0484F74382AA0311CD49"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-plataforma\jump-plataforma_0003.png","jump-plataforma_0003.png",".png","5315","B6E91389CA2A97EAB73363468ED26F7CF22A64F2AB32C5B0890B71F0743C3BF4"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-plataforma\jump-plataforma_0004.png","jump-plataforma_0004.png",".png","6091","C3B682B514B15762AA0993DA334E7D00C40CB79331773859A768644899ECEF3C"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-plataforma\jump-plataforma_0005.png","jump-plataforma_0005.png",".png","5463","62D4E0B7451CD753306E4B41B699150114365836451D77BA1D302F041EA8E9AA"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-plataforma\jump-plataforma_0006.png","jump-plataforma_0006.png",".png","6690","B427A5780BB61ED9CED85892572B569E7D2638894B23F248E0C45C657E89CA4C"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-plataforma\jump-plataforma_0007.png","jump-plataforma_0007.png",".png","7571","2F343559676131A8F070EA628EE69B8F5B92958B7D1C3BE3E938B58DFD3C5556"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-plataforma\jump-plataforma_0008.png","jump-plataforma_0008.png",".png","9114","E6B32E1EEF09B9B5E64D0906F696E94ECBDA1F226AA6CEE850FCADB08D92A8B4"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\jump-plataforma\jump-plataforma_0009.png","jump-plataforma_0009.png",".png","5562","018682A5F02EB7710AE06FF76D30FE8FCE27AFE9AAFFB6947147084806C0F7E3"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\prop\pixellab-anima--o-de-dash--part-culas-d-1776644095409.gif","pixellab-anima--o-de-dash--part-culas-d-1776644095409.gif",".gif","7089","7539CA899966F7B46DF3A9851C4B60E0A1527DAD7E52BA7B45B15D5C4B2C7D89"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\prop\pixellab-make-it-be-the-last-frame-of-t-1776633168244.png","pixellab-make-it-be-the-last-frame-of-t-1776633168244.png",".png","11217","C49486ED6FAEB24CE9AFA2BBAF2AB66A816B866209AB088CCEA1468C9A640A06"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\prop\pixellab-make-it-be-the-last-frame-of-t-1776633537342.png","pixellab-make-it-be-the-last-frame-of-t-1776633537342.png",".png","7909","E2D96E56977F5A747CA3CB95FDB70C6D775C8AF93B8F4B8FBE9F0C2964E571A6"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\prop\start-attk.png","start-attk.png",".png","6789","BEB08906FB72D8536AA2B2624CA44F5BA2FBE785F564804A1C82853F04053B56"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\run\run-loop.gif","run-loop.gif",".gif","36830","1EB9919D1441693DC40F325AF15212B726D7A0C72198B5E3090C5A7B7E76950E"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\run\png\pixellab-The-hooded-figure-shifts-their-1776630699897_0001.png","pixellab-The-hooded-figure-shifts-their-1776630699897_0001.png",".png","6289","92116BCB07BD4A3F805BB0E101104CDB4D1D6FAE9302BA2D5C6660BB653ABB0E"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\run\png\pixellab-The-hooded-figure-shifts-their-1776630699897_0002.png","pixellab-The-hooded-figure-shifts-their-1776630699897_0002.png",".png","6569","055BFAEFA314390BB5BA9F3C3EB2FE37DDE71DE7A35BC90C25BEB1D1AF1C16A8"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\run\png\pixellab-The-hooded-figure-shifts-their-1776630699897_0003.png","pixellab-The-hooded-figure-shifts-their-1776630699897_0003.png",".png","6033","6994C35FAD6645ED54EFC6819174B1DE2BD771962B84CA34CFDAB23ACE96E5FB"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\run\png\pixellab-The-hooded-figure-shifts-their-1776630699897_0004.png","pixellab-The-hooded-figure-shifts-their-1776630699897_0004.png",".png","6751","6D9B088CC40D62935CBED7BDD66A14F8F39166E07CA49E918F1E3AE8AF546E0A"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\run\png\pixellab-The-hooded-figure-shifts-their-1776630699897_0005.png","pixellab-The-hooded-figure-shifts-their-1776630699897_0005.png",".png","6465","837390BA3B5D77D7D06F353286FF2928C763AD7E97E14B71658D26BABB4B6290"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\run\png\pixellab-The-hooded-figure-shifts-their-1776630699897_0006.png","pixellab-The-hooded-figure-shifts-their-1776630699897_0006.png",".png","6950","913E789518DFCD83C890132CD035E5490CD59C7B60FABB171AB251B48E3BB422"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\run\png\pixellab-The-hooded-figure-shifts-their-1776630699897_0007.png","pixellab-The-hooded-figure-shifts-their-1776630699897_0007.png",".png","6197","13DE71F0955C1DB6D6CC94269A7C64D6F34548CB19C5E46172E96538F7FB1954"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\run\png\pixellab-The-hooded-figure-shifts-their-1776630699897_0008.png","pixellab-The-hooded-figure-shifts-their-1776630699897_0008.png",".png","6614","CB1304923E95FEB30D5B49C1368DC802A9363E1431C5208630A999297F070FBE"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\run\png\pixellab-The-hooded-figure-shifts-their-1776630699897_0009.png","pixellab-The-hooded-figure-shifts-their-1776630699897_0009.png",".png","5888","BC8A760C270816E0A1A85128549673DD2CC9EC7205D43977B4091B03ED8CC006"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\run\png\pixellab-The-hooded-figure-shifts-their-1776630699897_0010.png","pixellab-The-hooded-figure-shifts-their-1776630699897_0010.png",".png","6562","BFC7B0D40EF27EA601C96AA8F60D08FC50895547D5769B9A2D12AE536C12720D"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\run\png\pixellab-The-hooded-figure-shifts-their-1776630699897_0011.png","pixellab-The-hooded-figure-shifts-their-1776630699897_0011.png",".png","6370","BEC6EBB2C2C1BC15978D030E176AFE2D21876E9BF0D02C3C02C15D9D6F8A0B1F"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\run\png\pixellab-The-hooded-figure-shifts-their-1776630699897_0012.png","pixellab-The-hooded-figure-shifts-their-1776630699897_0012.png",".png","7247","7A68865CAD1D4A6E44C386544B74D876B60F7C58E9BC7FEDC6B2E5E72FDD35E9"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\run\png\pixellab-The-hooded-figure-shifts-their-1776630699897_0013.png","pixellab-The-hooded-figure-shifts-their-1776630699897_0013.png",".png","6282","1A45D69C9C7C535315993EFEF37C635633699426254E6CEACB174DE5EB5CEB11"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\troca-de-lado\troca-de-lado.gif","troca-de-lado.gif",".gif","29577","1283E6E1D3DCF5B423977AF8C1170E8ACD7E45871D0BCB3B8CB9F141FE79B776"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\troca-de-lado\PNG\troca-de-lado_0002.png","troca-de-lado_0002.png",".png","6749","93E6EC5743D362959E2E3A366407F6EA81C2E95AE5727A9481E7BBA2FE9FFB22"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\troca-de-lado\PNG\troca-de-lado_0003.png","troca-de-lado_0003.png",".png","6006","27C7C8F66585AA5EC8F3B6FFE84C2F9FE5F72EB69E9FD139542E98C53259AF67"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\troca-de-lado\PNG\troca-de-lado_0004.png","troca-de-lado_0004.png",".png","6122","69678A7FC0D5A2651D98A45539958D9B86BA8C7587FCC93421FF568BFAC1EE96"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\troca-de-lado\PNG\troca-de-lado_0005.png","troca-de-lado_0005.png",".png","4805","75B7AEFB1E01CB64E514742DBE3A2153A624B36AAFFE0ABD4B707021FA84B4C8"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\troca-de-lado\PNG\troca-de-lado_0006.png","troca-de-lado_0006.png",".png","5404","7837372DC8E4D33C51FE428018E9A7D5F01D68194C9AA8FD5733D40A2E0D622F"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\troca-de-lado\PNG\troca-de-lado_0007.png","troca-de-lado_0007.png",".png","5260","D15AE212136A81678F63C3C8EBA0ABC0607C9BFCEEE51F37E173113C3556C10F"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\troca-de-lado\PNG\troca-de-lado_0008.png","troca-de-lado_0008.png",".png","6171","5C93DF933A55BA00E28267AA09C1F26859A39D92449AD27C75D582537D807AF0"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\troca-de-lado\PNG\troca-de-lado_0009.png","troca-de-lado_0009.png",".png","5938","8F49ECFDCD14B950675D8C641EFA440CA4FD7CD3D143B649E2F2F7BE2E887D5E"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\troca-de-lado\PNG\troca-de-lado_0010.png","troca-de-lado_0010.png",".png","7040","D29F126555F87DD215DC1433DA8FB37E719C967785182DCD28C04497A0F9A359"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\troca-de-lado\PNG\troca-de-lado_0011.png","troca-de-lado_0011.png",".png","5561","C0BA33309AC3DD21A50780CDC9076CAC714511AF5CE292BE18B11875D31B6AA0"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\walk\def-walk.gif","def-walk.gif",".gif","40710","FB5F0F02A2713C62A5E1E6897CC407823DBE2382853D9C6B315FDA70A2CE8F73"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\walk\def-walk_0001.png","def-walk_0001.png",".png","7222","39A8921769DD6F66771FFA6042AFEF2E39CF236BC42A4B067B4FE3CF1D3FBB96"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\walk\def-walk_0002.png","def-walk_0002.png",".png","7184","F0A1DDC8CF267F47CEF41E9DEC7D3674D38117F2FCE648F8C41C856899BCD25F"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\walk\def-walk_0003.png","def-walk_0003.png",".png","6873","FA3FFD1AFCF821B1007C42C785F9A91D29B73CBC82F0BB9E24F0938F15243069"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\walk\def-walk_0004.png","def-walk_0004.png",".png","7736","BBB70A10828DFE0AC253805013AB226EDD284379223EB4955E520E7D7749A65E"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\walk\def-walk_0005.png","def-walk_0005.png",".png","6921","6104949B5F69A2BB6B0D8D68D0DD71206DE81DB8BAA3F3C3F868CD4BEA2C13B6"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\walk\def-walk_0006.png","def-walk_0006.png",".png","7458","1BEB0FF4B974E9EB59BB8B2201F9BA09E95D5029FACB8948AE1CC6DEC3AE24C5"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\walk\def-walk_0007.png","def-walk_0007.png",".png","6982","D32997A9AB857CA195DF71FE78F69BFB9D90A36EE1B88ACAB7D93BD52B5B6311"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\walk\def-walk_0008.png","def-walk_0008.png",".png","7261","B24DE1EB6F91887061F747353B780452033AD9C34C005A9D1DBBB99AF11B8969"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\walk\def-walk_0009.png","def-walk_0009.png",".png","6813","E4F1E96CD16812B66B90ADA8CB06349C5AA4D2A3D53A3D907F868A28E2E9AF4E"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\walk\def-walk_0010.png","def-walk_0010.png",".png","7819","7BA284E6ED4F1CD1A08913A697FA018DAF1B8406B636DAD12A29FB489CAD5544"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\walk\def-walk_0011.png","def-walk_0011.png",".png","7404","CAC1A815FFCEFBD85147D01498833CA60479A34C3D2137392BDFF8A7B6AD86C9"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\walk\def-walk_0012.png","def-walk_0012.png",".png","7650","9A7F6F0E3A3A1B2BD2F37C52492471A2CF1FCFD16CDE7A2BBB336EDCE3E5509B"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\walk\def-walk_0013.png","def-walk_0013.png",".png","7171","9B400A1ECA6D26E9AA70B75202C6BADE17125D5BC8136CA85113551E30080074"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\walk\start-walk.gif","start-walk.gif",".gif","36997","24E993DF55B536C73BD532D5FAEDD002C7AAFCC42D858B8CCCB35EDF137C670E"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Fonts\LiberationSans - OFL.txt","LiberationSans - OFL.txt",".txt","4469","37F8552E9A874EC10710DC0EDE6A9ADF168E6609FBD02A507F35629373B85A48"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Fonts\LiberationSans.ttf","LiberationSans.ttf",".ttf","350200","E5B0AF421EA2BFBC1AC8D251D647268087AE82786234C57F757D1F0B90FA8B49"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Resources\LineBreaking Following Characters.txt","LineBreaking Following Characters.txt",".txt","269","3A73E5FFE2510756DD3C2E982FDC1218B4BE82C6E21ABDE88070D6860E1BC8E6"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Resources\LineBreaking Leading Characters.txt","LineBreaking Leading Characters.txt",".txt","95","62D3F4D5F64AAF885692D2D13A8313F6918E6E4C5AEB3990A43F614652BFD89C"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Resources\TMP Settings.asset","TMP Settings.asset",".asset","1852","7BE438062CDC296835A1258B68BCBEB8E9FDC4B01EA27C05A24A1074260F7424"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Resources\Fonts & Materials\LiberationSans SDF - Drop Shadow.mat","LiberationSans SDF - Drop Shadow.mat",".mat","2975","B6B65C34E4907DD3006C2217FC8A4CEF81B6DA24DF0A3DE8E2288199EB6C5A9D"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Resources\Fonts & Materials\LiberationSans SDF - Fallback.asset","LiberationSans SDF - Fallback.asset",".asset","9365","E2D77876F2B90D98BA2424F6FC32B1403EA701DE8FD24A8FE8E571ECC3CDC10A"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Resources\Fonts & Materials\LiberationSans SDF - Outline.mat","LiberationSans SDF - Outline.mat",".mat","2889","25874340976D40E9F9E8ABF731B7F32E5A478541DEAD9288140BD60C7A3287D9"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Resources\Fonts & Materials\LiberationSans SDF.asset","LiberationSans SDF.asset",".asset","2264683","3E255BF16C9D35F6019C541174813B6F9E2DBFA5B0B458311CAC63FEA66A0357"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Resources\Sprite Assets\EmojiOne.asset","EmojiOne.asset",".asset","13441","155FFF99F467BAA93DD2D0886DF466BD242CD5E3C8C60C9D43E9CDAD269F7F54"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Resources\Style Sheets\Default Style Sheet.asset","Default Style Sheet.asset",".asset","5539","93E073CDB91B7E3D2FA31E2DD13626D7B9D2F327904BA8C3C2B97A3EECFBABAC"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Shaders\SDFFunctions.hlsl","SDFFunctions.hlsl",".hlsl","6021","88CF0F62E4000B71750C059D0886B19504CD1CF10F39BB61DDC11B77A882D417"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Shaders\TMPro.cginc","TMPro.cginc",".cginc","2277","14EDB7D7B88CAF2B82CAE68200ABE895E5B5B3474C3FFFBF0E9B4B09A4E2467E"
"BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Shaders\TMPro_Mobile.cginc","TMPro_Mobile.cginc",".cginc","5453","D9D43DDD9810476162F21B42477D9CE2CDC4E6CC7571D354C3253AAFC6673EAD"
