"Path","Ext","Meta","TextureType","SpriteMode","IsReadable","SizeKB"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-MASC\PNG_0007.png",".png","True","8","2","0","11,32"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-MASC\PNG_0008.png",".png","True","8","2","0","12,73"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-MASC\PNG_0009.png",".png","True","8","2","0","10,01"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-SURGE\PNG-SURGE_0001.png",".png","True","8","2","0","4,5"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-SURGE\PNG-SURGE_0002.png",".png","True","8","2","0","4,58"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-SURGE\PNG-SURGE_0003.png",".png","True","8","2","0","3,75"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-SURGE\PNG-SURGE_0004.png",".png","True","8","2","0","5,51"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-SURGE\PNG-SURGE_0005.png",".png","True","8","2","0","4,17"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-SURGE\PNG-SURGE_0006.png",".png","True","8","2","0","6,04"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-SURGE\PNG-SURGE_0007.png",".png","True","8","2","0","11,13"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-SURGE\PNG-SURGE_0008.png",".png","True","8","2","0","12,43"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-SURGE\PNG-SURGE_0009.png",".png","True","8","2","0","11,03"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-SURGE\PNG-SURGE_0010.png",".png","True","8","2","0","13,44"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-SURGE\PNG-SURGE_0011.png",".png","True","8","2","0","11,45"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-SURGE\PNG-SURGE_0012.png",".png","True","8","2","0","14,58"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-SURGE\PNG-SURGE_0013.png",".png","True","8","2","0","11,91"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\attack\attk-1.gif",".gif","True","8","2","0","42,72"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\attack\preparação.gif",".gif","True","8","2","0","22,06"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\attack\PNG\ATTK\PNG_0001.png",".png","True","8","2","0","5,52"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\attack\PNG\ATTK\PNG_0002.png",".png","True","8","2","0","7,85"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\attack\PNG\ATTK\PNG_0003.png",".png","True","8","2","0","10,58"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\attack\PNG\ATTK\PNG_0004.png",".png","True","8","2","0","11,98"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\attack\PNG\ATTK\PNG_0005.png",".png","True","8","2","0","11,31"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\attack\PNG\ATTK\PNG_0006.png",".png","True","8","2","0","13,56"
"C:\Users\Marcos\Documents\GitHub\BIGRAT_CENACT\Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\attack\PNG\ATTK\PNG_0007.png",".png","True","8","2","0","12,33"
