"Branch","Path","Commit","Date","Subject"
"remotes/origin/Colega-teste","Assets/ProjetoPlayerJhonas/Scripts/Player.cs","10028f16f218ffb1054c0ae3c9ca41b0f82dd73e","2026-05-09T22:50:06-03:00","sala do boss"
"remotes/origin/Colega-teste","Assets/ProjetoPlayerJhonas/Scripts/Movimentacao.cs","9faed8f59c0cfc63f5c3a041c5b6c315f3e44626","2026-04-24T23:46:53-03:00","adcionado player movimentação animação"
"remotes/origin/Colega-teste","Assets/ProjetoPlayerJhonas/Animacoes/Player/Player.controller","10028f16f218ffb1054c0ae3c9ca41b0f82dd73e","2026-05-09T22:50:06-03:00","sala do boss"
"remotes/origin/Colega-teste","Assets/ProjetoPlayerJhonas/Sprites/Player 1","10028f16f218ffb1054c0ae3c9ca41b0f82dd73e","2026-05-09T22:50:06-03:00","sala do boss"
