"Scene","Line","Guid","Property","Raw"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_CenaDoCT.unity","631","593a2fe42fa9d37498c96f9a383b6521","m_Script","m_Script: {fileID: 11500000, guid: 593a2fe42fa9d37498c96f9a383b6521, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","11","00000000000000000000000000000000","m_SceneGUID","m_SceneGUID: 00000000000000000000000000000000"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","34","0000000000000000e000000000000000","m_SpotCookie","m_SpotCookie: {fileID: 10001, guid: 0000000000000000e000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","96","0000000000000000f000000000000000","m_LightingDataAsset","m_LightingDataAsset: {fileID: 20201, guid: 0000000000000000f000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","168","fe87c0e1cc204ed48ad3b37840f39efc","m_Script","m_Script: {fileID: 11500000, guid: fe87c0e1cc204ed48ad3b37840f39efc, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","243","fe87c0e1cc204ed48ad3b37840f39efc","m_Script","m_Script: {fileID: 11500000, guid: fe87c0e1cc204ed48ad3b37840f39efc, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","318","fe87c0e1cc204ed48ad3b37840f39efc","m_Script","m_Script: {fileID: 11500000, guid: fe87c0e1cc204ed48ad3b37840f39efc, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","374","01614664b831546d2ae94a42149d80ac","m_Script","m_Script: {fileID: 11500000, guid: 01614664b831546d2ae94a42149d80ac, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","381","ca9f5fa95ffab41fb9a615ab714db018","m_ActionsAsset","m_ActionsAsset: {fileID: -944628639613478452, guid: ca9f5fa95ffab41fb9a615ab714db018, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","382","ca9f5fa95ffab41fb9a615ab714db018","m_PointAction","m_PointAction: {fileID: -1654692200621890270, guid: ca9f5fa95ffab41fb9a615ab714db018, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","383","ca9f5fa95ffab41fb9a615ab714db018","m_MoveAction","m_MoveAction: {fileID: -8784545083839296357, guid: ca9f5fa95ffab41fb9a615ab714db018, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","384","ca9f5fa95ffab41fb9a615ab714db018","m_SubmitAction","m_SubmitAction: {fileID: 392368643174621059, guid: ca9f5fa95ffab41fb9a615ab714db018, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","385","ca9f5fa95ffab41fb9a615ab714db018","m_CancelAction","m_CancelAction: {fileID: 7727032971491509709, guid: ca9f5fa95ffab41fb9a615ab714db018, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","386","ca9f5fa95ffab41fb9a615ab714db018","m_LeftClickAction","m_LeftClickAction: {fileID: 3001919216989983466, guid: ca9f5fa95ffab41fb9a615ab714db018, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","387","ca9f5fa95ffab41fb9a615ab714db018","m_MiddleClickAction","m_MiddleClickAction: {fileID: -2185481485913320682, guid: ca9f5fa95ffab41fb9a615ab714db018, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","388","ca9f5fa95ffab41fb9a615ab714db018","m_RightClickAction","m_RightClickAction: {fileID: -4090225696740746782, guid: ca9f5fa95ffab41fb9a615ab714db018, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","389","ca9f5fa95ffab41fb9a615ab714db018","m_ScrollWheelAction","m_ScrollWheelAction: {fileID: 6240969308177333660, guid: ca9f5fa95ffab41fb9a615ab714db018, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","390","ca9f5fa95ffab41fb9a615ab714db018","m_TrackedDevicePositionAction","m_TrackedDevicePositionAction: {fileID: 6564999863303420839, guid: ca9f5fa95ffab41fb9a615ab714db018, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","391","ca9f5fa95ffab41fb9a615ab714db018","m_TrackedDeviceOrientationAction","m_TrackedDeviceOrientationAction: {fileID: 7970375526676320489, guid: ca9f5fa95ffab41fb9a615ab714db018, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","405","76c392e42b5098c458856cdf6ecaaaa1","m_Script","m_Script: {fileID: 11500000, guid: 76c392e42b5098c458856cdf6ecaaaa1, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","542","dc42784cf147c0c48a680349fa168899","m_Script","m_Script: {fileID: 11500000, guid: dc42784cf147c0c48a680349fa168899, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","559","0cd44c1031e13a943bb63640046fad76","m_Script","m_Script: {fileID: 11500000, guid: 0cd44c1031e13a943bb63640046fad76, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","698","a79441f348de89743a2939f4d699eac1","m_Script","m_Script: {fileID: 11500000, guid: a79441f348de89743a2939f4d699eac1, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","761","dc42784cf147c0c48a680349fa168899","m_Script","m_Script: {fileID: 11500000, guid: dc42784cf147c0c48a680349fa168899, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","778","0cd44c1031e13a943bb63640046fad76","m_Script","m_Script: {fileID: 11500000, guid: 0cd44c1031e13a943bb63640046fad76, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","886","dc42784cf147c0c48a680349fa168899","m_Script","m_Script: {fileID: 11500000, guid: dc42784cf147c0c48a680349fa168899, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","903","0cd44c1031e13a943bb63640046fad76","m_Script","m_Script: {fileID: 11500000, guid: 0cd44c1031e13a943bb63640046fad76, type: 3}"
"Assets\Scenes\Unificadas\Unified_ChegaComJhon_Scenes_ServerHub.unity","986","fe87c0e1cc204ed48ad3b37840f39efc","m_Script","m_Script: {fileID: 11500000, guid: fe87c0e1cc204ed48ad3b37840f39efc, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Decoracao_Background.unity","11","00000000000000000000000000000000","m_SceneGUID","m_SceneGUID: 00000000000000000000000000000000"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Decoracao_Background.unity","34","0000000000000000e000000000000000","m_SpotCookie","m_SpotCookie: {fileID: 10001, guid: 0000000000000000e000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Decoracao_Background.unity","96","0000000000000000f000000000000000","m_LightingDataAsset","m_LightingDataAsset: {fileID: 20201, guid: 0000000000000000f000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_PlatformerSet1_Scene_Demo.unity","11","00000000000000000000000000000000","m_SceneGUID","m_SceneGUID: 00000000000000000000000000000000"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_PlatformerSet1_Scene_Demo.unity","34","0000000000000000e000000000000000","m_SpotCookie","m_SpotCookie: {fileID: 10001, guid: 0000000000000000e000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_PlatformerSet1_Scene_Demo.unity","240","0000000000000000f000000000000000","m_Materials","- {fileID: 10754, guid: 0000000000000000f000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_PlatformerSet1_Scene_Demo.unity","320","0000000000000000f000000000000000","m_Materials","- {fileID: 10754, guid: 0000000000000000f000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_PlatformerSet1_Scene_Demo.unity","400","0000000000000000f000000000000000","m_Materials","- {fileID: 10754, guid: 0000000000000000f000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_bla.unity","11","00000000000000000000000000000000","m_SceneGUID","m_SceneGUID: 00000000000000000000000000000000"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_bla.unity","34","0000000000000000e000000000000000","m_SpotCookie","m_SpotCookie: {fileID: 10001, guid: 0000000000000000e000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_bla.unity","96","0000000000000000f000000000000000","m_LightingDataAsset","m_LightingDataAsset: {fileID: 20201, guid: 0000000000000000f000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_bla.unity","212","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_bla.unity","235","311925a002f4447b3a28927169b83ea6","m_Sprite","m_Sprite: {fileID: 7482667652216324306, guid: 311925a002f4447b3a28927169b83ea6, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_bla.unity","350","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_bla.unity","373","311925a002f4447b3a28927169b83ea6","m_Sprite","m_Sprite: {fileID: 7482667652216324306, guid: 311925a002f4447b3a28927169b83ea6, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_bla.unity","492","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_bla.unity","696","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_bla.unity","850","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_bla.unity","873","311925a002f4447b3a28927169b83ea6","m_Sprite","m_Sprite: {fileID: 7482667652216324306, guid: 311925a002f4447b3a28927169b83ea6, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_bla.unity","988","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_bla.unity","1011","311925a002f4447b3a28927169b83ea6","m_Sprite","m_Sprite: {fileID: 7482667652216324306, guid: 311925a002f4447b3a28927169b83ea6, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_bla.unity","1224","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_Cena do JHON.unity","11","00000000000000000000000000000000","m_SceneGUID","m_SceneGUID: 00000000000000000000000000000000"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_Cena do JHON.unity","34","0000000000000000e000000000000000","m_SpotCookie","m_SpotCookie: {fileID: 10001, guid: 0000000000000000e000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_Cena do JHON.unity","212","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_Cena do JHON.unity","235","311925a002f4447b3a28927169b83ea6","m_Sprite","m_Sprite: {fileID: 7482667652216324306, guid: 311925a002f4447b3a28927169b83ea6, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_Cena do JHON.unity","328","a79441f348de89743a2939f4d699eac1","m_Script","m_Script: {fileID: 11500000, guid: a79441f348de89743a2939f4d699eac1, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_Cena do JHON.unity","455","073797afb82c5a1438f328866b10b3f0","m_Script","m_Script: {fileID: 11500000, guid: 073797afb82c5a1438f328866b10b3f0, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_Cena do JHON.unity","599","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_Cena do JHON.unity","641","ee606aa30df13714aaec7d0000ed156a","m_Script","m_Script: {fileID: 11500000, guid: ee606aa30df13714aaec7d0000ed156a, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_Cena do JHON.unity","742","a8b9fa25681ef5848b6b2f405266d62f","m_Script","m_Script: {fileID: 11500000, guid: a8b9fa25681ef5848b6b2f405266d62f, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_CenaDoCT.unity","11","00000000000000000000000000000000","m_SceneGUID","m_SceneGUID: 00000000000000000000000000000000"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_CenaDoCT.unity","34","0000000000000000e000000000000000","m_SpotCookie","m_SpotCookie: {fileID: 10001, guid: 0000000000000000e000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_CenaDoCT.unity","158","a79441f348de89743a2939f4d699eac1","m_Script","m_Script: {fileID: 11500000, guid: a79441f348de89743a2939f4d699eac1, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_CenaDoCT.unity","285","073797afb82c5a1438f328866b10b3f0","m_Script","m_Script: {fileID: 11500000, guid: 073797afb82c5a1438f328866b10b3f0, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_CenaDoCT.unity","401","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_ProjetoPlayerJhonas_Scenes_CenaDoCT.unity","424","311925a002f4447b3a28927169b83ea6","m_Sprite","m_Sprite: {fileID: 7482667652216324306, guid: 311925a002f4447b3a28927169b83ea6, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","11","00000000000000000000000000000000","m_SceneGUID","m_SceneGUID: 00000000000000000000000000000000"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","34","0000000000000000e000000000000000","m_SpotCookie","m_SpotCookie: {fileID: 10001, guid: 0000000000000000e000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","180","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","2442","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","14923","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","15231","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","15301","a79441f348de89743a2939f4d699eac1","m_Script","m_Script: {fileID: 11500000, guid: a79441f348de89743a2939f4d699eac1, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","15411","72ece51f2901e7445ab60da3685d6b5f","m_Script","m_Script: {fileID: 11500000, guid: 72ece51f2901e7445ab60da3685d6b5f, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","15492","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","15583","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","15642","073797afb82c5a1438f328866b10b3f0","m_Script","m_Script: {fileID: 11500000, guid: 073797afb82c5a1438f328866b10b3f0, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","15758","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","15849","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","15945","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","234121","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","234265","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","234325","886251e9a18ece04ea8e61686c173e1b","m_Script","m_Script: {fileID: 11500000, guid: 886251e9a18ece04ea8e61686c173e1b, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","234356","f9dfa5b682dcd46bda6128250e975f58","m_Script","m_Script: {fileID: 11500000, guid: f9dfa5b682dcd46bda6128250e975f58, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","234463","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","234554","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","234645","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","234736","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","234827","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","234918","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","235010","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","235454","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","237572","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","237663","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","237755","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","238001","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","238092","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","238238","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","239599","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","240021","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","240113","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","240701","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","240796","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","256286","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","261194","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","261285","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","261377","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","261892","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoColega.unity","262429","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoCT.unity","11","00000000000000000000000000000000","m_SceneGUID","m_SceneGUID: 00000000000000000000000000000000"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoCT.unity","34","0000000000000000e000000000000000","m_SpotCookie","m_SpotCookie: {fileID: 10001, guid: 0000000000000000e000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoCT.unity","158","a79441f348de89743a2939f4d699eac1","m_Script","m_Script: {fileID: 11500000, guid: a79441f348de89743a2939f4d699eac1, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoCT.unity","285","073797afb82c5a1438f328866b10b3f0","m_Script","m_Script: {fileID: 11500000, guid: 073797afb82c5a1438f328866b10b3f0, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoCT.unity","448","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoCT.unity","471","311925a002f4447b3a28927169b83ea6","m_Sprite","m_Sprite: {fileID: 7482667652216324306, guid: 311925a002f4447b3a28927169b83ea6, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoCT.unity","582","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoCT.unity","969","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
